trip\01\00009.wav=Adam, @20356
trip\04\01934.wav=What?@619200
trip\04\01935.wav=How do you know about that?@619352
trip\04\01936.wav=Oh, that's great.@619568
trip\04\01937.wav=Y - y - yeah, yeah, uh, we need drinks!@619772
trip\04\01938.wav=N - n - no, no, heh, we need drinks!@620064
trip\04\01939.wav=Uh, well, uh -- we need drinks!@620336
trip\04\01940.wav=Y -- yeah, yeah, uh, we need more drinks!@620604
trip\04\01941.wav=N - n - no, no, uh, w - we need more drinks!@620920
trip\04\01942.wav=Uh, well, um, we need more drinks!@621240
trip\04\01943.wav=Uh, w - w -- wait wait, I -- I want to make you one of my drink inventions!@621612
trip\04\01944.wav=W - w - w - wait, I, uh, I want to make you one of my drink inventions!@622140
trip\04\01945.wav=W - wait, I want to make you one of my drink inventions!@622636
trip\04\01946.wav=Do you... do you remember, Grace...@623004
trip\04\01947.wav=How I proposed to you.@623268
trip\04\01948.wav=Here, @623440
trip\04\01949.wav=I'll show you.  @623564
trip\04\01950.wav=It was at Grace's parents' house, Christmas, senior year of college --@623868
trip\04\01951.wav=I got on one knee, in front of everybody, and --@624340
trip\04\01952.wav=I pulled out a diamond ring --@624672
trip\04\01953.wav=And I said, Grace, will you marry me?@624952
trip\04\01954.wav=Heh, is -- is that romantic or what?!@625268
trip\04\01955.wav=yes?  Very romantic?@625560
trip\04\01956.wav=Oh, um, well...@625740
trip\04\01957.wav=Grace, I'm just kidding around, I mean I -- @625964
trip\04\01958.wav=I just wanted to show our friend --@626300
trip\04\01959.wav=Look, mmm... mmm... look I'm sorry...@626588
trip\04\01960.wav=What?  Grace, @626836
trip\04\01961.wav=no, I --@626980
trip\04\01962.wav=No, @627096
trip\04\01963.wav=I want you to see this!  Somebody needs to realize what I'm trying to say here!@627388
trip\04\01964.wav=Grace, our friend agrees, what could be more romantic than that?@627940
trip\04\01965.wav=Grace, I -- I just wanted to share that moment with our friend.@628432
trip\04\01966.wav=Uhh...  See, Grace, despite what you think, I am a romantic, caring, loving husband --@628964
trip\04\01967.wav=Yes, this is every woman's dream, to get proposed to on one knee like that!@629584
trip\04\01968.wav=Uhh...@629964
trip\04\01969.wav=I'm sorry, you don't need to hear this --@630152
trip\04\01970.wav=What?  I --@630408
trip\04\01971.wav=Grace, @630540
trip\04\01972.wav=come on, what could be more romantic than that?@630772
trip\04\01973.wav=Grace!@631049
trip\04\01974.wav=You -- what --@631168
trip\04\01975.wav=No, Grace, what were you supposed to say?@631392
trip\04\01976.wav=Oh, yeah, you know, I think I'll fix you a real drink in not too long...@261040
trip\04\01977.wav=Oh, yeah, you know, I think I should fix you a real drink in not too long...@261556
trip\04\01978.wav=Oh, yeah, you know, I think I'll fix us another drink in not too long...@262080
trip\04\01979.wav=Oh, yeah, you know, I -- I think I'll fix us another drink in not too long...@262592
trip\04\01980.wav=Oh, yeah, you know, I think I'll fix you a real drink in not too long...@263120
trip\04\01981.wav=Oh, yeah, y -- you know, I should fix you a real drink in not too long...@263628
trip\04\01982.wav=Oh, Jesus, let's not talk about my parents, heh heh...  Heard enough from them tonight.@264196
trip\04\01983.wav=Oh, Jesus, let's not talk about my parents, heh heh...  Heard enough from them tonight.@264821
trip\04\01984.wav=No no, you've, you've done quite enough with my parents tonight, let's not talk about them anymore... @265496
trip\04\01985.wav=No no, you've, you've done quite enough with my parents tonight, let's not talk about them anymore, heh... @266236
trip\04\01986.wav=Oh, I didn't think you wanted to hear about the Italy trip tonight... @269476
trip\04\01987.wav=Oh, I didn't think you wanted to hear about the Italy trip tonight... @270004
trip\04\01988.wav=Oh, I didn't think you cared to hear about our Italy trip... @270496
trip\04\01989.wav=Oh, I didn't think you cared to hear about our Italy trip... @270960
trip\04\01990.wav=That's nice of you to say.  Isn't he friendly tonight.@271420
trip\04\01991.wav=That's nice of you to say.  Isn't she friendly tonight.@271856
trip\04\01992.wav=Well that's a nice thing to say.  It's nice to hear, hmm, Grace?@272292
trip\04\01993.wav=I think you're trying to get on Grace's good side tonight.@297612
trip\04\01994.wav=Oh that's nice Grace, our friend seems happy to see you again after so long.@298104
trip\04\01996.wav=That's a nice thing to say, I'm sure Grace appreciates that.@314180
trip\04\01997.wav=Oh, that's nice of you to say.  Grace, aren't you glad we invited him over?@314680
trip\04\01998.wav=Oh, that's nice of you to say.  Grace, aren't you glad we invited her over?@315236
trip\04\01999.wav=Oh, ha ha, thanks --@272652
trip\04\02000.wav=Oh, well, thanks --@272840
trip\05\02001.wav=Oh, um...@728196
trip\05\02002.wav=Oh, uh...@728316
trip\05\02003.wav=Oh! Ha ha, ha ha, yeah -- @728456
trip\05\02005.wav=Heh, oh, well --@728764
trip\05\02006.wav=that's why we like you, you're not afraid to give us shit...@729052
trip\05\02007.wav=skipped
trip\05\02008.wav=Grace, it's okay, a little criticism never hurt anybody... it's good!@299312
trip\05\02009.wav=It's good!@299696
trip\05\02010.wav=Grace, it's fine, you know how our friend can sometimes like to tease,  that's all.@316260
trip\05\02011.wav=What...?  @316680
trip\05\02012.wav=skipped
trip\05\02013.wav=What?!@299824
trip\05\02014.wav=I think we need some drinks.@299980
trip\05\02015.wav=I think I'm ready for a refill.@300240
trip\05\02016.wav=What...?  @316680
trip\05\02017.wav=I --@316800
trip\05\02018.wav=Ah, yeah, I know, I know...  Ha, good one man. @316968
trip\05\02019.wav=Ah, yeah, I know, I know...  Ha, good one. @317296
trip\05\02020.wav=I'm not sure I should offer you a drink, maybe you got a headstart on your way over here...@274048
trip\05\02021.wav=Well, we're all friends here.@274548
trip\05\02022.wav=I guess that drink is already hitting you.@274828
trip\05\02023.wav=Alright, alright, break it up you two.@300524
trip\05\02024.wav=Okay, okay, that's enough you two love birds.@300848
trip\05\02025.wav=Ha ha, no, Grace, our friend's just kidding around, heh.@317652
trip\05\02026.wav=Ha ha, Grace, no no, he's just joking.  Ha ha.@318036
trip\05\02027.wav=Ha ha, Grace, no no, she's just joking.  Ha ha.@318384
trip\05\02028.wav=flirting with me is only going to make me want to return the favor.@275244
trip\05\02029.wav=Well, @275600
trip\05\02030.wav=aren't you the flirt tonight.@275776
trip\05\02031.wav=if I didn't know better, I'd say you were flirting with me.@301232
trip\05\02032.wav=Oh,@301548
trip\05\02033.wav=heh heh, I think you're flirting with me.@301712
trip\05\02034.wav=you are such the flirt tonight!@318732
trip\05\02035.wav=flirting with me will only make it harder to let you leave tonight.@319092
trip\05\02036.wav=Ha ha, I'll let you flirt with me this one time, cuz we're friends.@276124
trip\05\02037.wav=Whoa, hold on there my friend, let's keep that raging libido of yours under control tonight.@276700
trip\05\02038.wav=Flirting with me isn't exactly the way to get on my good side tonight.@302136
trip\05\02039.wav=Are you flirting with me to be funny?@302584
trip\05\02040.wav=good one, good one, I almost took you seriously for a sec there.@319616
trip\05\02041.wav=Oh, man, you weirded me out for a second there, heh heh, ha ha.@320092
trip\05\02043.wav=Oh, that's nice of you.  Grace, aren't you glad we invited him over?@277748
trip\05\02044.wav=Oh, that's nice of you.  Grace, aren't you glad we invited her over?@278252
trip\05\02045.wav=Oh, heh, you're hugging me...@278640
trip\05\02046.wav=Oh, uh, you're hugging me...@278872
trip\05\02047.wav=Oh, uh, thanks -- thanks for the hug...@279128
trip\05\02048.wav=Oh, thanks, uh, for the hug...@279412
trip\05\02049.wav=Oh, uh, @279616
trip\05\02050.wav=thanks...@279740
trip\05\02051.wav=Oh, @279856
trip\05\02052.wav=uh, thanks...@279968
trip\05\02053.wav=Oh, uh, @280104
trip\05\02054.wav=that was nice of you...@280264
trip\05\02055.wav=Oh, @280436
trip\05\02056.wav=uh, that's nice of you...@280576
trip\05\02057.wav=Oh, heh, you're hugging me...@278640
trip\05\02058.wav=Oh, uh, you're hugging me...@278872
trip\05\02059.wav=Oh, uh, thanks -- thanks for the hug...@279128
trip\05\02060.wav=Oh, thanks, uh, for the hug...@279412
trip\05\02061.wav=Oh, uh, @279616
trip\05\02062.wav=thanks...@279740
trip\05\02063.wav=Oh, @279856
trip\05\02064.wav=uh, thanks...@279968
trip\05\02065.wav=Oh, uh, @280104
trip\05\02066.wav=that was nice of you...@280264
trip\05\02067.wav=Oh, @280436
trip\05\02068.wav=uh, that's nice of you...@280576
trip\05\02069.wav=What?  No no, everything's fine, we're fine... @280856
trip\05\02070.wav=Huh?  No no, we're fine, everything's fine... @281216
trip\05\02071.wav=What?  No, I'm good, we're good, everything's good... @281592
trip\05\02072.wav=Huh?  No, we're good, I'm good, everything's good... @281992
trip\05\02073.wav=What?  No, I'm good, we're good, everything's good... @281592
trip\05\02074.wav=Huh?  No, we're good, I'm good, everything's good... @281992
trip\05\02075.wav=Some days you're the dog, some days you're the hydrant.@322832
trip\05\02076.wav=I should let you know, I don't necessarily agree with everything I say.@323296
trip\05\02077.wav=I should warn you, I never know how much of what I say is true.@323792
trip\05\02078.wav=One good thing about being wrong is the joy it brings to Grace, heh.@324268
trip\05\02079.wav=Women like silent men. They think they're listening.@324744
trip\05\02080.wav=There are two theories about arguing with women. Neither one works.@325192
trip\05\02081.wav=Oh, well, ha, you know what they say...@745648
trip\05\02082.wav=Love is blind.  Marriage is the eye opener.  Heh heh.@745988
trip\05\02083.wav=If variety is the spice of life, marriage is the big can of leftover Spam.@746468
trip\05\02084.wav=If it weren't for marriage, men and women would have to fight with total strangers.@747052
trip\05\02085.wav=Marriage is a wonderful institution, but who wants to live in an institution? @747680
trip\05\02086.wav=If love is the answer, could you rephrase the question?  @748200
trip\05\02087.wav=Heh heh, heh heh.@748520
trip\05\02088.wav=Just kidding. @748696
trip\05\02089.wav=Oh, well, heh, you know what they say...@748892
trip\05\02090.wav=All marriages are happy. It's living together afterwards that is difficult. @749316
trip\05\02091.wav=Marriage is not a word -- it's a sentence.@749800
trip\05\02092.wav=Marriage is like a hot bath. Once you get used to it, it's not so hot.@750224
trip\05\02093.wav=Heh heh...@750588
trip\05\02094.wav=Just kidding. @750736
trip\05\02095.wav=Oh god, let's not talk about relationship stuff tonight... @285760
trip\05\02096.wav=I want us to have a good time.@286152
trip\05\02097.wav=Oh Jesus let's not bring up unhappy relationships and stuff tonight, heh... @305844
trip\05\02098.wav=that's not fun. @306272
trip\05\02099.wav=Let's enjoy tonight.@306472
trip\05\02100.wav=Ha ha ha!  Oh I think we're going to need some drinks first if we're going to talk about sex.@752580
trip\05\02101.wav=Ha ha ha!  Oh I think we're going to need a few more drinks if we're going to talk about sex.@753232
trip\05\02102.wav=Brr, I'm going to have to turn up the thermostat if we're going to talk about sex.@753864
trip\05\02103.wav=Uhh... As Grace likes to say, I'm not in the mood to talk about sex tonight.@754452
trip\05\02104.wav=yeah, I don't know, you're -- you're in a weird mood tonight...@754952
trip\05\02105.wav=skipped
trip\05\02106.wav=Heh heh, that's not exactly a, a -- a topic you want to joke around about... @755464
trip\05\02107.wav=geez, you're in some kind of weird mood tonight...@755964
trip\05\02108.wav=geez, you're in some kind of weird mood tonight...@755964
trip\05\02109.wav=Let's, uh, keep things happy, okay?  Tonight's supposed to be fun.@756392
trip\05\02110.wav=Oh... you know our wedding picture is the first thing everyone notices when they enter the room.@756940
trip\05\02111.wav=Well, heh, yeah...@757432
trip\05\02112.wav=Oh, heh, I -- I love how everyone always notices our wedding picture!@757884
trip\05\02113.wav=Well, Grace, you look beautiful in that picture!@758348
trip\05\02114.wav=Yeah, you know, uh,@758644
trip\05\02116.wav=Grace's decorating has been such a great outlet for her.@758928
trip\05\02117.wav=And I'm always encouraging her to buy new stuff... @759344
trip\05\02118.wav=the latest trend... only the best for us, right Grace?  Ha ha.@759768
trip\05\02119.wav=Yeah, @760100
trip\05\02121.wav=if there's, uh, one thing Grace is really passionate about, it's her decorating...@760384
trip\05\02122.wav=No it's a real creative thing for you, it's really great, you get so into it --@760992
trip\05\02123.wav=Oh, you'll never guess where I took that picture.@761488
trip\05\02124.wav=I'll tell you about it in a sec.@761844
trip\05\02125.wav=Oh, yeah, yeah, uh,@762072
trip\05\02126.wav=I have to tell you about our recent trip to Italy!@762360
trip\05\02127.wav=Y -- yeah, yeah, I'll tell you about it in a sec.@762740
trip\05\02128.wav=Makes you feel like you're in an art museum.@763136
