grace\01\00009.wav=Adam, @14316
grace\04\01755.wav=You want to be seen as this sophisticated traveler.@556092
grace\04\01756.wav=And I missed my friend's art show.@556452
grace\04\01757.wav=A friend from college had a gallery show of his new paintings that weekend. @556856
grace\04\01758.wav=Trip, you see, your fetish for all things European is making our friend very uncomfortable!@557476
grace\04\01759.wav=All those business trips of yours to Europe must have done something to you.@558116
grace\04\01760.wav=On second thought, let's not sit.@558580
grace\04\01761.wav=Oh yes, heh, go look at Trip's Italy photo...@558888
grace\04\01762.wav=Oh no, no, go look at Trip's Italy photo...@559244
grace\04\01763.wav=Oh, well, please, go look at Trip's Italy photo...@559600
grace\04\01764.wav=Yes, yes, go take a look...@559936
grace\04\01765.wav=No, no, go take a look...@560172
grace\04\01766.wav=Oh, please, go take a look...@560400
grace\04\01768.wav=Uhh, it's a beautiful picture of the Italian countryside, of course he'll like it!@560904
grace\04\01769.wav=Uhh, it's a beautiful picture of the Italian countryside, of course she'll like it!@561524
grace\04\01770.wav=Might like it?  @561964
grace\04\01771.wav=God, this evening is getting more exhilarating by the minute...@562248
grace\04\01772.wav=Yes, go on, check it out!  This is getting interesting!@562704
grace\04\01773.wav=By the way, anybody, join me on the couch if you like.@563128
grace\04\01774.wav=Say to you... say to you... yes, good question, good question.@563560
grace\04\01775.wav=How about controlling.@563932
grace\04\01776.wav=How about domineering.@564148
grace\04\01777.wav=Wait, what's wrong with that?  That's a perfectly fine answer!@564460
grace\04\01778.wav=Oh, was that what it was?  Huh, I'm always the last to know.@564924
grace\04\01779.wav=Romance?  Ha, in our marriage, that's just a code word for manipulation.@565420
grace\04\01780.wav=You planned that trip without even asking me if I wanted to go!@565960
grace\04\01781.wav=that's not the first time he's done that!@566380
grace\04\01782.wav=And you knew I planned to attend my friend's art show that weekend!@566788
grace\04\01783.wav=A very good friend from college had a gallery show of his new paintings that weekend, and I missed it!@567392
grace\04\01784.wav=this is making you uncomfortable.  @567964
grace\04\01785.wav=See Trip, was it really worth it to fly us all the way to Italy so you could take that inane picture?@568436
grace\04\01786.wav=I'll take the picture down later tonight before I go to bed.@569056
grace\04\01787.wav=Trip thinks carting me off to Europe will, how did you put it, thaw me out a little bit?@569584
grace\04\01788.wav=On second thought, I don't feel like sitting, uhh.@570120
grace\04\01789.wav=Oh yes, yes, go look at Trip's Italy photo...@570504
grace\04\01790.wav=Oh no, no, go look at Trip's Italy photo...@570860
grace\04\01791.wav=Oh, well, please, go look at Trip's Italy photo...@571216
grace\04\01792.wav=Yeah -- no -- Trip tricked me into going!@571572
grace\04\01793.wav=No -- see -- Trip tricked me into going!@571892
grace\04\01794.wav=Wait -- see -- Trip tricked me into going!@572212
grace\04\01795.wav=Yeah -- no -- Trip tricked me into going!@572536
grace\04\01796.wav=No -- see -- Trip tricked me into going!@572856
grace\04\01797.wav=Wait -- see -- Trip tricked me into going!@573176
grace\04\01798.wav=Oh, is that what we need...@573484
grace\04\01799.wav=Pssh... I knew that was coming, heh.@573736
grace\04\01800.wav=God Trip, you are such a wine snob.  Just like my dad.@574096
grace\04\01801.wav=God Trip, you're just like my dad with the whole wine snob thing.@574544
grace\04\01802.wav=No no, @574896
grace\04\01803.wav=maybe you'd like some juice, or a mineral water?@575116
grace\04\01804.wav=maybe you'd like just a simple glass of white wine?@575520
grace\04\01805.wav=how about something simple, like a nice glass of chardonnay?@575948
grace\04\01806.wav=Trip that's not what he wants.@576340
grace\04\01807.wav=Trip that's not what she wants.@576616
grace\04\01808.wav=Trip don't force your fancy wine on him.  @576920
grace\04\01809.wav=Trip don't force your fancy wine on her.  @577264
grace\04\01810.wav=Trip don't pressure our friend, okay?@577584
grace\04\01811.wav=Trip we don't all share your infatuation with overpriced wine.@577964
grace\04\01812.wav=Trip our friend isn't as excited by your suggestion as you are.@578460
grace\04\01813.wav=you just want water, right?@578860
grace\04\01814.wav=you just want juice, right?@579116
grace\04\01815.wav=you just want soda, right?@579376
grace\04\01816.wav=you just want a beer, right?@579632
grace\04\01817.wav=you just want a glass of white wine, right?@579928
grace\04\01818.wav=you just want what you asked for, right?@580284
grace\04\01819.wav=Okay!  Trip, you heard him!@580576
grace\04\01820.wav=Okay!  Trip, you heard her!@580812
grace\04\01821.wav=Okay, Trip, that's what he wants!@581080
grace\04\01822.wav=Okay, Trip, that's what she wants!@581376
grace\04\01823.wav=You seem perfectly happy settling for less when you sneak off to that crappy little sports bar down the street!@581880
grace\04\01824.wav=Don't think I don't know about your secret little hangout where you watch football and drink lite beer with lowly construction workers...@582732
grace\04\01825.wav=If only the guys at your high class poker games knew about that, huh? @583508
grace\04\01826.wav=Some habits are hard to break I guess.@583952
grace\04\01827.wav=That's not our anniversary wine is it?@584268
grace\04\01828.wav=That's not the Bordeaux we saved from our wedding, that we were going to drink on our tenth wedding anniversary, RIGHT?!@584748
grace\04\01829.wav=What?!@585316
grace\04\01830.wav=tuhh...@585424
grace\04\01831.wav=Trip thinks he's at his classiest when he's on the serving end of a swizzle stick.@585720
grace\04\01832.wav=Trip's favorite pastime is to get the blood alcohol content of his guests higher than his golf score.@586388
grace\04\01833.wav=Trip would try to serve you one of his high class drinks before even saying hello if he could.@587072
grace\04\01834.wav=My dad bought Trip a silver plated cocktail shaker for Christmas a few years back -- the rest is history.@587780
grace\04\01835.wav=It's a secret -- Trip doesn't even like the taste of alcohol.@588440
grace\04\01836.wav=Trip's getting a little carried away...  maybe you just want some juice, or a mineral water?@588980
grace\04\01837.wav=I think Trip is pressuring you too much... how about just a simple glass of white wine?@589616
grace\04\01838.wav=I think you'd prefer something simple and light, like a nice glass of chardonnay, yes?@590240
grace\04\01839.wav=Trip, darling, that's not what he wants.@590756
grace\04\01840.wav=Trip, darling, that's not what she wants.@591092
grace\04\01841.wav=Trip, dear, don't force your fancy drinks on him.  @591448
grace\04\01842.wav=Trip, dear, don't force your fancy drinks on her.  @591840
grace\04\01843.wav=Trip, Trip, you're pressuring our friend.@592196
grace\04\01844.wav=Trip, Trip, try to realize we don't all share your infatuation with mixed drinks.@592636
grace\04\01845.wav=Trip, Trip, our friend isn't as excited by your suggestion as you are.@593220
grace\04\01846.wav=you'd like water, right?@593632
grace\04\01847.wav=you'd like juice, right?@593860
grace\04\01848.wav=you'd like soda, right?@594092
grace\04\01849.wav=you'd like a beer, right?@594320
grace\04\01850.wav=you'd like a glass of white wine, right?@594588
grace\04\01851.wav=you simply want what you asked for, right?@594936
grace\04\01852.wav=Okay! Trip, you heard him!@595236
grace\04\01853.wav=Okay! Trip, you heard her!@595468
grace\04\01854.wav=Okay, Trip, that's what he wants!@595732
grace\04\01855.wav=Okay, Trip, that's what she wants!@596029
grace\04\01856.wav=How about this, you open up one of those big three gallon jugs of red wine, like your dad did that first time we had dinner at your parents' house!@596604
grace\04\01858.wav=Yeah your parents would never drink these shi-shi cocktails you try to impress people with, @598024
grace\04\01859.wav=your parents drink the real thing, you know, those huge gallon jugs of --@598652
grace\04\01860.wav=What -- no, I thought it was fun, I really liked that about your parents --@599200
grace\04\01861.wav=Well, of course Trip, after all, you got enough practice when you were a real bartender.@599788
grace\04\01862.wav=In college, you were a bartender.@600288
grace\04\01863.wav=Oh I know you were trying to keep it a big secret, but...@600608
grace\04\01864.wav=one time my friends and I went slumming off-campus to some crappy bar in the sticks, and we saw you there.@601176
grace\04\01866.wav=you and I are getting along so well tonight...  @601996
grace\04\01867.wav=Stay there for a moment...  @602336
grace\04\01868.wav=I want your opinion.  @602584
grace\04\01869.wav=Stay there.@602772
grace\04\01870.wav=Ugh, I'm getting so tired of looking at this god awful couch.  @603040
grace\04\01871.wav=Maybe if I replaced it with... um...@603448
grace\04\01872.wav=Ugh, I'm getting so tired of looking at this god awful armoire.  @603816
grace\04\01873.wav=Ugh, I'm getting so tired of looking at this god awful bar. @604300
grace\04\01874.wav=Ugh, I'm getting so tired of looking at this god awful work table. @604780
grace\04\01875.wav=What.@605136
grace\04\01876.wav=Oh, God, Trip --@605260
grace\04\01877.wav=Trip, what are you doing?!@605452
grace\04\01878.wav=Stop it, Trip!@605668
grace\04\01879.wav=Trip!@605812
grace\04\01880.wav=Trip...!@605920
grace\04\01881.wav=I'm sorry you have to see this --@606096
grace\04\01882.wav=No, Trip, no, it's embarrassing, okay?    @606396
grace\04\01883.wav=God.  @606652
grace\04\01884.wav=I don't know what's gotten into him.@606840
grace\04\01885.wav=How dare you embarrass me in front our friend like that!  @607200
grace\04\01886.wav=I'm sorry you have to see this --@607576
grace\04\01887.wav=This isn't what I thought this evening --@607872
grace\04\01888.wav=Oh, God, @608128
grace\04\01889.wav=you think this is romantic?  @608308
grace\04\01890.wav=Okay, sure.  Romantic.  Yeah.  @608564
grace\04\01891.wav=Diamond ring, one on knee, the whole bit.  Yeah.  @608884
grace\04\01892.wav=Great.@609172
grace\04\01893.wav=romantic?!  Is this what you call romantic?  @609388
grace\04\01894.wav=If this is a dream, somebody please wake me up!@609764
grace\04\01895.wav=Thank you!@610048
grace\04\01896.wav=See, Trip, not everyone thinks being proposed to like that is so romantic.  @610348
grace\04\01897.wav=I don't know where you get your ideas.@610820
grace\04\01898.wav=I'm sorry, you didn't need to see that --@611144
grace\04\01899.wav=Trip, you're being a real bore tonight, let's just forget about it, okay?@611560
grace\04\01900.wav=No, Trip, no!  It wasn't romantic!  @612020
grace\04\01901.wav=You proposed to me completely by surprise, in front of my entire family, on Christmas Eve...  @612480
grace\04\01902.wav=What was I supposed to say?!@613008
grace\04\01903.wav=I'm sorry, you don't need to hear this --@613284
grace\04\01904.wav=This isn't what I --@613572
grace\04\01905.wav=Y -- yeah, stay there for a sec.@613792
grace\04\01906.wav=W -- wait, stay there for a sec.@614064
grace\04\01907.wav=W -- well, wait, stay there for a sec.@614348
grace\04\01908.wav=Y -- yeah, well, stay there, I want your opinion...@614684
grace\04\01909.wav=N -- no, no, no no, stay there, I want your opinion...@615084
grace\04\01910.wav=W -- w - well, stay there, I want your opinion...@615480
grace\04\01911.wav=Y -- yeah, no, this is just really, really embarrassing... @615872
grace\04\01912.wav=N -- no, no, this is just really, really embarrassing... @616304
grace\04\01913.wav=W -- what, no no no, this is just really, really embarrassing... @616748
grace\04\01914.wav=Y -- yeah, no no no, that was just really, really embarrassing... @617224
grace\04\01915.wav=No, no no no, that was just really, really embarrassing... @617700
grace\04\01916.wav=What, w -- what, no, that was just really, really embarrassing... @618152
grace\04\01917.wav=Yeah, hi, it's good to see you!@198500
grace\04\01918.wav=Yeah, hi, it's good to see you.@198768
grace\04\01919.wav=Yeah, hi, it's... it's good to see you...@199040
grace\04\01920.wav=Oh, ha ha ha, God, let's not talk about my parents...  we've heard enough from them tonight.@199488
